reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,year,controlling_corporation,is_summary
ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,F,QLD,3597.0,999.0,761.0,0.0,761,0.76,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Coen Remote Generation,F,QLD,6506.0,1807.0,1116.0,0.0,1116,0.62,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,F,QLD,5041.0,1400.0,1122.0,0.0,1122,0.8,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,F,QLD,3076.0,854.0,668.0,0.0,668,0.78,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,F,QLD,25877.0,7188.0,4555.0,0.0,4555,0.63,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,2648.0,735.0,358.0,432.0,790,0.49,On,NEM,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,4548.0,1263.0,890.0,0.0,890,0.7,On,NEM,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,21872.0,6076.0,4238.0,0.0,4238,0.7,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,2736.0,760.0,646.0,0.0,646,0.85,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,4131.0,1148.0,845.0,0.0,845,0.74,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,18369.0,5103.0,3471.0,0.0,3471,0.68,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,8084.0,2245.0,1625.0,0.0,1625,0.72,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,8990.0,2497.0,1795.0,0.0,1795,0.72,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,3859.0,1072.0,827.0,0.0,827,0.77,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,5971.0,1659.0,1139.0,0.0,1139,0.69,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,7109.0,1975.0,1411.0,0.0,1411,0.71,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,29191.0,8109.0,5794.0,0.0,5794,0.71,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,11617.0,3227.0,2291.0,0.0,2291,0.71,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,5696.0,1582.0,1165.0,0.0,1165,0.74,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,1628.0,452.0,344.0,0.0,344,0.76,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,96473.0,26798.0,16070.0,0.0,16070,0.6,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,4906.0,1363.0,1002.0,0.0,1002,0.74,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,15905.0,4418.0,3131.0,0.0,3131,0.71,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,3981.0,1106.0,773.0,0.0,773,0.7,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,6040.0,1678.0,1197.0,0.0,1197,0.71,Off,Off-grid,Diesel,2020,,False
ENERGY QUEENSLAND LIMITED,York Island,F,QLD,4923.0,1367.0,1017.0,0.0,1017,0.74,Off,Off-grid,Diesel,2020,,False
ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,112880.0,31356.0,26864.0,1254.0,28118,0.86,On,NEM,Gas,2020,,False
ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,F,VIC,585742.0,162706.0,122828.0,6001.0,128829,0.75,On,NEM,Gas,2020,,False
ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,18698302.0,5193973.0,4395580.0,32658.0,4428238,0.85,On,NEM,Black Coal,2020,,False
ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,F,VIC,3286246.0,912846.0,487991.0,20553.0,508544,0.53,On,NEM,Gas,2020,,False
ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,5254210.0,1459503.0,538885.0,4889.0,543774,0.37,On,NEM,Gas,2020,,False
ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,34777548.0,9660430.0,12363773.0,160243.0,12524016,1.28,On,NEM,Brown Coal,2020,,False
ESPERANCE POWER STATION PTY LTD,Esperance Power Station,F,WA,238961.0,66378.0,53217.0,0.0,53217,0.8,Off,Off-grid,Gas,2020,,False
ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,1526.0,424.0,864.0,258.0,1122,2.04,On,NEM,Diesel,2020,,False
FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,90058.0,25016.0,17371.0,0.0,17371,0.69,Off,Off-grid,Gas,2020,,False
FINLEY SOLAR HOLDINGS PTY LTD,Finley Solar Farm,F,NSW,767590.0,213219.0,0.0,860.0,860,0.0,On,NEM,Solar,2020,,False
FORTESCUE METALS GROUP LTD,Solomon Power Station,F,WA,1085798.0,301611.0,185244.0,0.0,185244,0.61,Off,Off-grid,Gas,2020,,False
FS OAKEY 2 PTY LTD,Oakey 2 Solar Farm,F,QLD,116549.0,32375.0,0.0,0.0,0,0.0,On,NEM,Solar,2020,,False
GENEX POWER LIMITED,Kidston Solar One - Solar - Qld,F,QLD,430774.0,119659.0,0.0,1272.0,1272,0.0,On,NEM,Solar,2020,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,F,NSW,1129250.0,313681.0,87.0,179.0,266,0.0,On,NEM,Wind,2020,,False
GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,983883.0,273301.0,160536.0,0.0,160536,0.59,On,SWIS,Gas,2020,,False
HUGHENDEN SOLAR FARM HOLDCO PTY LTD,HUGHENDEN SOLAR FARM,F,QLD,104073.0,28909.0,0.0,467.0,467,0.0,On,NEM,Solar,2020,,False
HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,1735689.0,482136.0,0.0,19.0,19,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,286949.0,79708.0,0.0,0.0,0,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,805155.0,223654.0,0.0,41.0,41,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,1487292.0,413137.0,0.0,559.0,559,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,340195.0,94499.0,0.0,13.0,13,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,821449.0,228180.0,0.0,26.0,26,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,859447.0,238735.0,0.0,0.0,0,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,24844.0,6901.0,1542.0,0.0,1542,0.22,Off,Off-grid,Wind,2020,,False
HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,5349196.0,1485888.0,4.0,64.0,68,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,2759787.0,766607.0,0.0,246.0,246,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,53159.0,14766.0,4221.0,0.0,4221,0.29,Off,Off-grid,Wind,2020,,False
HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,250291.0,69525.0,0.0,16.0,16,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,62056.0,17238.0,0.0,1.0,1,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,160436.0,44566.0,0.0,5.0,5,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,1136297.0,315638.0,0.0,34.0,34,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,1533187.0,425885.0,0.0,48.0,48,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,1761927.0,489424.0,0.0,168.0,168,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,414294.0,115082.0,0.0,19.0,19,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,478075.0,132799.0,0.0,13.0,13,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,18493.0,5137.0,0.0,0.0,0,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,2587472.0,718742.0,0.0,1401.0,1401,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,4560088.0,1266691.0,0.0,1093.0,1093,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Repulse Hydro Power Station,F,TAS,504655.0,140182.0,0.0,22.0,22,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,192108.0,53363.0,0.0,0.0,0,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,361362.0,100378.0,51824.0,1889.0,53713,0.52,On,NEM,Gas,2020,,False
HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,2095232.0,582009.0,0.0,92.0,92,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,1127434.0,313176.0,4.0,58.0,62,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,762528.0,211813.0,0.0,52.0,52,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,2117208.0,588113.0,0.0,124.0,124,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,F,TAS,1027502.0,285417.0,0.0,29.0,29,0.0,On,NEM,Hydro,2020,,False
HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,F,TAS,185570.0,51547.0,0.0,54.0,54,0.0,On,NEM,Hydro,2020,,False
IMPACT INVESTMENT GROUP PTY LTD,Baking Board Solar Farm,F,QLD,145585.0,40440.0,10.0,71.0,81,0.0,On,NEM,Solar,2020,,False
IMPACT INVESTMENT GROUP PTY LTD,Karratha Solar Power No 1 Pty Ltd,F,WA,6787.0,1885.0,0.0,10.0,10,0.0,On,NWIS,Solar,2020,,False
IMPACT INVESTMENT GROUP PTY LTD,Maryrorough Solar Farm,F,QLD,16451.0,4570.0,8.0,61.0,69,0.0,On,NEM,Solar,2020,,False
IMPACT INVESTMENT GROUP PTY LTD,Mount Majura Solar Farm,F,ACT,15876.0,4410.0,0.0,1.0,1,0.0,On,NEM,Solar,2020,,False
IMPACT INVESTMENT GROUP PTY LTD,Swan Hill Solar Farm,F,VIC,128284.0,35634.0,2.0,65.0,67,0.0,On,NEM,Solar,2020,,False
IMPACT INVESTMENT GROUP PTY LTD,Williamsdale Solar Farm,F,ACT,77205.0,21446.0,2.0,55.0,57,0.0,On,NEM,Solar,2020,,False
INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,1146881.0,318578.0,67.0,684.0,751,0.0,On,SWIS,Wind,2020,,False
INFIGEN ENERGY LIMITED,Bodangora Wind Farm,F,NSW,1287101.0,357528.0,96.0,249.0,345,0.0,On,NEM,Wind,2020,,False
INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1501318.0,417033.0,143.0,804.0,947,0.0,On,NEM,Wind,2020,,False
INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2341615.0,650448.0,103.0,975.0,1078,0.0,On,NEM,Wind,2020,,False
INFIGEN ENERGY LIMITED,Smithfield Gas Turbine,F,NSW,93886.0,26080.0,18781.0,1227.0,20008,0.72,On,NEM,Gas,2020,,False
INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,616066.0,171129.0,47.0,163.0,210,0.0,On,NEM,Wind,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,F,SA,458647.0,127402.0,11.0,112.0,123,0.0,On,NEM,Wind,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Dry Creek Power Station,F,SA,23709.0,6586.0,6829.0,337.0,7166,1.04,On,NEM,Gas,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Kwinana Cogeneration Plant,F,WA,3387532.0,940981.0,483092.0,0.0,483092,0.51,On,SWIS,Gas,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Mintaro Power Station,F,SA,27808.0,7724.0,6008.0,106.0,6114,0.78,On,NEM,Gas,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Pelican Point Power Station,F,SA,9985607.0,2773780.0,1103517.0,3349.0,1106866,0.4,On,NEM,Gas,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Port Lincoln Power Station,F,SA,2485.0,690.0,1118.0,359.0,1477,1.62,On,NEM,Diesel,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Snuggery Power Station,F,SA,1513.0,420.0,603.0,439.0,1042,1.43,On,NEM,Diesel,2020,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Willogoleche Wind Farm,F,SA,848872.0,235798.0,45.0,159.0,204,0.0,On,NEM,Wind,2020,,False
KARADOC SOLAR FARM HOLDCO PTY LTD,KARADOC SOLAR FARM,F,VIC,460149.0,127819.0,0.0,454.0,454,0.0,On,NEM,Solar,2020,,False
KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,186432.0,51787.0,0.0,125.0,125,0.0,On,NEM,Solar,2020,,False
KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Bannerton Solar Farm,F,VIC,442556.0,122932.0,0.0,0.0,0,0.0,On,NEM,Solar,2020,,False
KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,F,VIC,466389.0,129552.0,6.0,197.0,203,0.0,On,NEM,Wind,2020,,False
LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,F,VIC,977734.0,271593.0,668.0,1190.0,1858,0.0,Off,Off-grid,Wind,2020,,False
LGI LIMITED,Benaraby LFGE Station,F,QLD,24442.0,6789.0,455.0,0.0,455,0.07,On,NEM,Landfill Gas,2020,,False
LGI LIMITED,Bunya LFGE Station,F,QLD,17770.0,4936.0,343.0,0.0,343,0.07,On,NEM,Landfill Gas,2020,,False
LGI LIMITED,Caboolture LFGE Station,F,QLD,37681.0,10467.0,704.0,0.0,704,0.07,On,NEM,Landfill Gas,2020,,False
LGI LIMITED,Dakabin LFGE Station,F,QLD,48627.0,13507.0,723.0,0.0,723,0.05,On,NEM,Landfill Gas,2020,,False
LGI LIMITED,Maryborough LFGE Station,F,QLD,24581.0,6828.0,495.0,0.0,495,0.07,On,NEM,Landfill Gas,2020,,False
LGI LIMITED,Mugga Lane LFGE Station,F,ACT,3751.0,1042.0,59.0,0.0,59,0.06,On,NEM,Landfill Gas,2020,,False
LGI LIMITED,Willawong LFGE Station,F,QLD,14837.0,4121.0,371.0,0.0,371,0.09,On,NEM,Landfill Gas,2020,,False
LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Emerald Solar Park,F,QLD,596696.0,165749.0,15.0,1766.0,1781,0.0,On,NEM,Solar,2020,,False
LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,F,QLD,816428.0,226786.0,97.0,625.0,722,0.0,On,NEM,Solar,2020,,False
LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,825645.0,229346.0,0.0,275.0,275,0.0,On,NEM,Wind,2020,,False
LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,21499.0,5972.0,340.0,0.0,340,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Albury Solar Facility,F,NSW,6431.0,1787.0,0.0,0.0,0,0.0,Off,Off-grid,Solar,2020,,False
LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,21608.0,6002.0,322.0,0.0,322,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,42636.0,11843.0,664.0,0.0,664,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,14820.0,4117.0,228.0,0.0,228,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,14970.0,4158.0,250.0,0.0,250,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Copping Renewable Energy Facility,F,TAS,31201.0,8667.0,460.0,0.0,460,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,31398.0,8722.0,509.0,0.0,509,0.06,On,DKIS,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Drysdale Renewable Energy Facility,F,VIC,29153.0,8098.0,421.0,0.0,421,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,167075.0,46410.0,2472.0,0.0,2472,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,243877.0,67744.0,3593.0,0.0,3593,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,14371.0,3992.0,200.0,0.0,200,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,21046.0,5846.0,320.0,0.0,320,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,F,SA,32878.0,9133.0,507.0,0.0,507,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,NAWMA Solar Facility,F,SA,6365.0,1768.0,0.0,0.0,0,0.0,On,NEM,Solar,2020,,False
LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,64866.0,18018.0,963.0,0.0,963,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Reedy Creek Renewable Energy Facility,F,QLD,6486.0,1802.0,94.0,0.0,94,0.05,Off,Off-grid,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,34146.0,9485.0,497.0,0.0,497,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,174807.0,48557.0,2623.0,0.0,2623,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Seaford Heights Renewable Energy Facility,F,SA,43153.0,11987.0,696.0,0.0,696,0.06,Off,Off-grid,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,23092.0,6414.0,354.0,0.0,354,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,SIMS Gillman Solar Facility,F,SA,1361.0,378.0,0.0,0.0,0,0.0,Off,Off-grid,Solar,2020,,False
LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,84016.0,23338.0,1342.0,0.0,1342,0.06,On,SWIS,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,90715.0,25199.0,1325.0,0.0,1325,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,46459.0,12905.0,671.0,0.0,671,0.05,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,217276.0,60355.0,3361.0,0.0,3361,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,113201.0,31445.0,1758.0,0.0,1758,0.06,On,NEM,Landfill Gas,2020,,False
LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,67731.0,18814.0,1044.0,0.0,1044,0.06,On,NEM,Landfill Gas,2020,,False
LONGREACH NEW HOLDCO PTY LTD,Longreach Solar Farm,F,QLD,123757.0,34377.0,0.0,0.0,0,0.0,On,NEM,Solar,2020,,False
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Burrinjuck Hydro,F,NSW,28731.0,7981.0,21.0,155.0,176,0.0,On,NEM,Hydro,2020,,False
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Hume Hydro,F,NSW,402308.0,111752.0,30.0,168.0,198,0.0,On,NEM,Hydro,2020,,False
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,F,VIC,1453171.0,403659.0,110.0,0.0,110,0.0,On,NEM,Wind,2020,,False
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,F,SA,559964.0,155546.0,90.0,0.0,90,0.0,On,NEM,Wind,2020,,False
MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,47336.0,13149.0,13493.0,422.0,13915,1.03,On,NEM,Gas,2020,,False
MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,66074.0,18354.0,16945.0,192.0,17137,0.92,On,NEM,Gas,2020,,False
MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,53333.0,14815.0,12993.0,354.0,13347,0.88,On,NEM,Gas,2020,,False
MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,F,VIC,105399.0,29277.0,29038.0,348.0,29386,0.99,On,NEM,Gas,2020,,False
MOMENTUM ENERGY PTY LIMITED,ST. Vincent's Hospital Cogeneration Plant,F,VIC,43842.0,12178.0,12813.0,396.0,13209,1.05,On,NEM,Gas,2020,,False
MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,F,VIC,243287.0,67580.0,0.0,0.0,0,0.0,On,NEM,Wind,2020,,False
MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,690201.0,191722.0,63.0,409.0,472,0.0,On,SWIS,Wind,2020,,False
MURRA WARRA PROJECT CO PTY LTD,Murra Warra Wind Farm,F,VIC,529224.0,147007.0,6.0,184.0,190,0.0,On,NEM,Wind,2020,,False
NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,F,VIC,19545.0,5429.0,192.0,2854.0,3046,0.04,On,NEM,Wind,2020,,False
NEOEN AUSTRALIA PTY. LTD.,COLEAMBALLY SOLAR PTY LTD,F,NSW,1182833.0,328565.0,52.0,1200.0,1252,0.0,On,NEM,Solar,2020,,False
NEOEN AUSTRALIA PTY. LTD.,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,65302.0,18140.0,4.0,281.0,285,0.0,Off,Off-grid,Solar,2020,,False
NEOEN AUSTRALIA PTY. LTD.,DUBBO SOLAR HUB PTY LTD,F,NSW,194669.0,54075.0,13.0,80.0,93,0.0,On,NEM,Solar,2020,,False
NEOEN AUSTRALIA PTY. LTD.,GRIFFITH SOLAR FARM PTY LTD,F,NSW,260089.0,72247.0,11.0,90.0,101,0.0,On,NEM,Solar,2020,,False
NEOEN AUSTRALIA PTY. LTD.,HORNSDALE POWER RESERVE PTY LTD,F,SA,0.0,0.0,198.0,3535.0,3733,0.0,On,NEM,Battery,2020,,False
NEOEN AUSTRALIA PTY. LTD.,HWF1 Pty Ltd,F,SA,1297073.0,360298.0,27.0,85.0,112,0.0,On,NEM,Wind,2020,,False
NEOEN AUSTRALIA PTY. LTD.,HWF2 Pty Ltd,F,SA,1206708.0,335197.0,27.0,106.0,133,0.0,On,NEM,Wind,2020,,False
NEOEN AUSTRALIA PTY. LTD.,HWF3 PTY LTD,F,SA,1271254.0,353126.0,27.0,95.0,122,0.0,On,NEM,Wind,2020,,False
NEOEN AUSTRALIA PTY. LTD.,NUMURKAH SOLAR FARM PTY LTD,F,VIC,903858.0,251072.0,37.0,1155.0,1192,0.0,On,NEM,Solar,2020,,False
NEOEN AUSTRALIA PTY. LTD.,PARKES SOLAR FARM PTY LTD,F,NSW,486478.0,135133.0,19.0,269.0,288,0.0,On,NEM,Solar,2020,,False
NEW ENERGY SOLAR LIMITED,FS NSW Project No 1 AT Pty Ltd as trustee for FS NSW Project No 1 Asset Trust,F,NSW,713549.0,198208.0,0.0,627.0,627,0.0,On,NEM,Solar,2020,,False
NEW ENERGY SOLAR LIMITED,Manildra Prop Pty ltd as trustee for Manildra Asset Trust,F,NSW,385232.0,107009.0,0.0,170.0,170,0.0,On,NEM,Solar,2020,,False
NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,F,WA,6207635.0,1724343.0,664160.0,653.0,664813,0.39,On,SWIS,Gas,2020,,False
NRG VICTORIA I PTY LTD,Gladstone Power Station,F,QLD,27368521.0,7602367.0,7241154.0,47079.0,7288233,0.95,On,NEM,Black Coal,2020,,False
OAKEY 1 NEW HOLDCO PTY LTD,Oakey 1 Solar Farm,F,QLD,220922.0,61367.0,0.0,0.0,0,0.0,On,NEM,Solar,2020,,False
